|id|code|name|en_name|college|teacher
681|493617|GEHA1055|《春秋左传》精读|In-depth Reading of Chun Qiu Zuo Zhuan|人文科学研究院|刘勋
682|493615|GEHA1056|中外电影与舞台艺术赏析|The Art of Film and Stage Performance|创意与艺术学院|任明
683|493640|GEHA1062|经典文学与诗意人生|Classic Literature ＆Poetic Life|人文科学研究院|吉文斌
684|493647|GEHA1067|《君主论》导读|Introduction of The Prince|人文科学研究院|周林刚
685|493631|GEHA1068|中国传统造物文化|Chinese traditional creation culture|书院|邱俊
686|611377|GEHA1072|基础德语I|Basic German I|人文科学研究院|吴勇立
687|750419|GEHA1073|英语词汇与文化|English Lexicology|人文科学研究院|吕乐
688|612330|GEHA1074|《周易》与文化|The Book of Changes and Culture|人文科学研究院|邓辉
689|612332|GEHA1075|《诗经》导读|The Book of Songs Intruduction|人文科学研究院|吉文斌
690|612331|GEHA1076|《庄子》的世界|The world in chuangzi|人文科学研究院|聂保平
691|690841|GEHA1077|综合英语III-公共演讲与跨文化交流|General English III-Public Speaking & Intercultural Communication|人文科学研究院|Keenan Sass
692|690840|GEHA1078|综合英语III-科幻小说与音乐文化|General English III-Science Fiction & Music Culture|人文科学研究院|Lee Curry
693|690840|GEHA1078|综合英语III-科幻小说与音乐文化|General English III-Science Fiction & Music Culture|人文科学研究院|Kai Rojas
694|690839|GEHA1079|综合英语IV-高阶英语写作|General English IV-Advanced Writing|人文科学研究院|Itumeleng Raseroka
695|690842|GEHA1080|综合英语IV-学术英语听力与写作|General English IV-Academic Listening & Writing|人文科学研究院|Charlie Su
696|691122|GEHA1081|小说阅读|Novel Reading|人文科学研究院|张蕴贤
697|691266|GEHA1082|基础德语II|Basic German II|人文科学研究院|吴勇立
698|777492|GEHA1084|杜威《哲学的改造》导读|An introduction to John Dewey’s Reconstruction in Philosophy|人文科学研究院|孙斌
699|691267|GEHA1085|论说文写作|Essay Writing|人文科学研究院|张蕴贤
700|691405|GEHA1086|哲学导论|Introduction to Philosophy|人文科学研究院|曾誉铭,聂保平,聂清
701|691405|GEHA1086|哲学导论|Introduction to Philosophy|人文科学研究院|聂保平
702|777493|GEHA1087|柏拉图《理想国》导读|Introduction to Plato’s Republic|人文科学研究院|高桦
703|750947|GEHA1088|老子与《老子》|LAO ZI AND LAO ZI|人文科学研究院|邓辉
704|742947|GEHA1089|通俗文学|Popular Literature|人文科学研究院|张蕴贤
705|815861|GEHA1090|二十世纪中国文学|The Literature of China in the Twentieth Century|人文科学研究院|毛佩洁
706|777495|GEHA1092|禅文化|Zen Culture|人文科学研究院|聂清
707|777497|GEHA1093|书法与中国文化|Calligraphy and Chinese Culture|人文科学研究院|聂清
708|750948|GEHA1095|红色圣地-从开天辟地到上海解放|Land -- from the beginning to the liberation of Shanghai|思想政治理论课教研部|徐光寿
709|822193|GEHA1097|习近平新时代中国特色社会主义思想概论|Introduction to Xi Jinping Thought on Socialism with Chinese Characteristics for a New Era|人文科学研究院|欧阳光明
710|750949|GEHA1098|传统中国的政治文化|the political culture of traditional China|人文科学研究院|李磊
711|815862|GEHA1099|综合英语IV-英语小说|General English IV-Readings in English- Language Fiction|人文科学研究院|邹羽
712|815868|GEHA1101|丝绸之路与东西文化交流|Cultural Interaction between East and West along the Silk Road & Maritime Silk Road|人文科学研究院|林磊
713|815867|GEHA1102|佛教哲学|Buddhist Philosophy|人文科学研究院|聂清
714|815870|GEHA1103|先唐文学经典导读|Introduction to Classics of Pre-Tang Literature|人文科学研究院|陈娅妮
715|815872|GEHA1105|上海：文学与城市|Shanghai: Literature and the City|人文科学研究院|毛佩洁
716|815871|GEHA1106|综合英语III-跨文化商务沟通与写作|General English III-International Business Communication|人文科学研究院|Andy Ran
717|815871|GEHA1106|综合英语III-跨文化商务沟通与写作|General English III-International Business Communication|人文科学研究院|Keenan Sass
718|815875|GEHA1107|综合英语III-从古希腊神话到当代科幻小说|General English III-From Ancient to Futuristic Mythology|人文科学研究院|Lee Curry
719|815874|GEHA1108|综合英语III-高阶英语阅读|General English III Advanced Critical Reading|人文科学研究院|Damon Hansen
720|815878|GEHA1111|逻辑导论|An Introduction to Logic|人文科学研究院|郝旭东
721|815877|GEHA1112|《浮士德》导读|Introduction to Goethe’s “Faust”|人文科学研究院|吴勇立
722|885637|GEHA1113|莎剧选读|Reading Shakespeare|人文科学研究院|邹羽
723|885639|GEHA1114|1770年到1920年间的美国史|United States 1770-1920：from the Revolution to the Great Migration|人文科学研究院|Goodin Brett Garrett
724|885638|GEHA1115|1955 年到1975年间的美国史|United States 1955-1975: sociopolitical transformations|人文科学研究院|Goodin Brett Garrett
725|885640|GEHA1117|宋词导读|Introduction to Song Ci|人文科学研究院|陈娅妮
726|885642|GEHA1119|中美关系史|History of Sino-American Relations|人文科学研究院|徐国琦
727|885650|GEHA1120|汉语言文字与中国文化|Chinese Language and Culture|人文科学研究院|郭永秉
728|885651|GEHA1121|基础英语I|Basic English I|人文科学研究院|Paula Marcu
729|885644|GEHA1123|说理写作|Essay Writing|人文科学研究院|张蕴贤
730|885643|GEHA1124|小说阅读与批评|Novel Reading|人文科学研究院|张蕴贤
731|885646|GEHA1125|中国古代文学与现代风华|Ancient Chinese Literature and its Contemporary Reflection|人文科学研究院|陈娅妮
732|885645|GEHA1126|唐前诗文之美|The Beauty of Pre-Tang Literature|人文科学研究院|陈娅妮
733|885648|GEHA1127|台湾文学与写作|Taiwan Literature and Writing Intensive Course|人文科学研究院|祁玥
734|885647|GEHA1128|中国现代文学选读|Readings in Modern Chinese Literature|人文科学研究院|毛佩洁
735|885649|GEHA1129|法兰西文明十五讲|Fifteen Lectures on French Civilization|人文科学研究院|刘禹汐
736|885653|GEHA1130|南亚文明史导论|Introduction to South Asian Civilizations|人文科学研究院|Ritwik ranjan
737|885652|GEHA1131|甘地和英帝国的衰落|Gandhi and the Decline of the British Empire : Politics and Legacy|人文科学研究院|Ritwik ranjan
738|493357|GEMA1001|高等数学I|Calculus I|数学科学研究所|赵俐俐
739|493357|GEMA1001|高等数学I|Calculus I|数学科学研究所|李铮
740|626416|GEMA1002|数学分析I|Mathematical Analysis I|通识教育中心（已停用）|陈克应
741|626418|GEMA1004|数学分析II|Mathematical Analysis II|通识教育中心（已停用）|陈克应
742|493362|GEMA1006|数学物理方法I|Methods of Mathematic|数学科学研究所|王健
743|626419|GEMA1007|数学建模|Mathematical Modeling|通识教育中心（已停用）|肖柳青
744|493371|GEMA1009|数学分析I|Mathematical Analysis I|数学科学研究所|谢之福
745|493371|GEMA1009|数学分析I|Mathematical Analysis I|数学科学研究所|张正
746|493371|GEMA1009|数学分析I|Mathematical Analysis I|数学科学研究所|孙伟
747|493371|GEMA1009|数学分析I|Mathematical Analysis I|数学科学研究所|陈克应
748|493371|GEMA1009|数学分析I|Mathematical Analysis I|数学科学研究所|董俊斌
749|493371|GEMA1009|数学分析I|Mathematical Analysis I|数学科学研究所|张子宇
750|493371|GEMA1009|数学分析I|Mathematical Analysis I|数学科学研究所|姚成建
751|493371|GEMA1009|数学分析I|Mathematical Analysis I|数学科学研究所|薛博卿
752|493388|GEMA1010|数学分析II|Mathematical Analysis II|数学科学研究所|张正
753|493388|GEMA1010|数学分析II|Mathematical Analysis II|数学科学研究所|孙伟
754|493388|GEMA1010|数学分析II|Mathematical Analysis II|数学科学研究所|陈克应
755|493388|GEMA1010|数学分析II|Mathematical Analysis II|数学科学研究所|董俊斌
756|493388|GEMA1010|数学分析II|Mathematical Analysis II|数学科学研究所|张子宇
757|493388|GEMA1010|数学分析II|Mathematical Analysis II|数学科学研究所|姚成建
758|493388|GEMA1010|数学分析II|Mathematical Analysis II|数学科学研究所|张若冰
759|493388|GEMA1010|数学分析II|Mathematical Analysis II|数学科学研究所|薛博卿
760|493388|GEMA1010|数学分析II|Mathematical Analysis II|数学科学研究所|许斌
761|493119|GENS1001|杏林探宝--带你走进中药|Treasures of Traditional Chinese Medicine, Getting to Know TCM|书院|杨柏灿
762|493122|GENS1006|天文学基础与飞行器设计|Astronomy Basics and S pacecraft Design|书院|陈宏宇
763|493596|GEPE1007|击剑与防卫 I|Fencing and Defend I|书院|赵传杰
764|493596|GEPE1007|击剑与防卫 I|Fencing and Defend I|书院|费正伟,赵传杰
765|493596|GEPE1007|击剑与防卫 I|Fencing and Defend I|书院|费正伟
766|493603|GEPE1009|健美操I|Aerobics I|书院|刘浩
767|493603|GEPE1009|健美操I|Aerobics I|书院|孙晓姣
768|493570|GEPE1011|篮球 I|Basketball I|书院|李菁
769|493570|GEPE1011|篮球 I|Basketball I|书院|谭晓缨
770|493576|GEPE1015|乒乓球 I|Table Tennis I|书院|柳瑞芝,王艳
771|493576|GEPE1015|乒乓球 I|Table Tennis I|书院|朱玲
772|493576|GEPE1015|乒乓球 I|Table Tennis I|书院|完好
773|493576|GEPE1015|乒乓球 I|Table Tennis I|书院|佘竞妍
774|493576|GEPE1015|乒乓球 I|Table Tennis I|书院|王艳
775|493559|GEPE1017|拳击与塑形 I|Boxing I|书院|张震
776|493564|GEPE1019|跆拳道 I|Taekwondo I|书院|杨鹏飞
777|493564|GEPE1019|跆拳道 I|Taekwondo I|书院|金永盛
778|493542|GEPE1023|网球I|Tennis I|书院|罗晓洁
779|493542|GEPE1023|网球I|Tennis I|书院|钟建荣
780|612333|GEPE1025|游泳 I|Swimming I|书院|黄卫
781|612333|GEPE1025|游泳 I|Swimming I|书院|潘黎君
782|612333|GEPE1025|游泳 I|Swimming I|书院|郭叶舟
783|612333|GEPE1025|游泳 I|Swimming I|书院|潘黎君,黄卫
784|612333|GEPE1025|游泳 I|Swimming I|书院|王建
785|693312|GEPE1026|游泳 II|Swimming II|书院|黄卫
786|693312|GEPE1026|游泳 II|Swimming II|书院|潘黎君
787|693312|GEPE1026|游泳 II|Swimming II|书院|郭叶舟
788|493527|GEPE1028|羽毛球 I|Badminton I|书院|卢志泉
789|493527|GEPE1028|羽毛球 I|Badminton I|书院|陈周业
790|493527|GEPE1028|羽毛球 I|Badminton I|书院|卢志泉,陈周业
791|493489|GEPE1030|足球 I|Soccer I|书院|郑鹭宾
792|493506|GEPE1032|武术 I|Martial Arts I|书院|李建文
793|493506|GEPE1032|武术 I|Martial Arts I|书院|范燕美
794|493506|GEPE1032|武术 I|Martial Arts I|书院|刘文武
795|493510|GEPE1034|保健课 I|Health-care Curriculum I|书院|丁丽萍
796|493510|GEPE1034|保健课 I|Health-care Curriculum I|书院|戴有祥
797|493515|GEPE1036|田径基础I|Track and Field Foundation I|书院|李玉章
798|619339|GEPE1040|体能与健身I|Strength and Conditioning Training I|书院|王然
799|693310|GEPE1041|体能与健身II|Strength and Conditioning Training|书院|王然
800|616871|GEPE1042|基础瑜伽I|Basic Yoga I|书院|张宇皎
801|693311|GEPE1043|基础瑜伽II|Basic Yoga II|书院|张宇皎
802|753794|GEPE1044|竞技游泳入门|Introduction to competitive swimming|书院|黄卫
803|753794|GEPE1044|竞技游泳入门|Introduction to competitive swimming|书院|潘黎君
804|753795|GEPE1045|击剑技能与竞赛|Fencing skills and competition|书院|赵传杰
805|753795|GEPE1045|击剑技能与竞赛|Fencing skills and competition|书院|费正伟
806|493195|GEPS1004|积极心理学|Positive Psychology|书院|蔡雅琦
807|493306|GESS1014|马克思主义基本原理概论|The Basically Principle of Marxism|人文科学研究院|焦成焕
808|493306|GESS1014|马克思主义基本原理概论|The Basically Principle of Marxism|人文科学研究院|乔戈
809|493304|GESS1018|中国近现代史纲要|Chinese Modern and Contemporary History|思想政治理论课教研部|林磊
810|493304|GESS1018|中国近现代史纲要|Chinese Modern and Contemporary History|思想政治理论课教研部|于凯
811|493304|GESS1018|中国近现代史纲要|Chinese Modern and Contemporary History|思想政治理论课教研部|李磊
812|493314|GESS1020|《德意志意识形态·费尔巴哈》句读|Sentence Reading of The German Ideology–Feuerbach|人文科学研究院|葛君
813|493312|GESS1023|毛泽东思想与中国特色社会主义理论体系概论（理论课）|Intro to Mao Zedong Thought and the Theoretical System of Socialism with Chinese Characteristics|人文科学研究院|陈祥勤
814|815897|GESS1025|日常生活中的民法|Civil Law in Life|思想政治理论课教研部|孙大伟
815|885686|GESS1026|中国经济发展和改革进程|China’s Economic Development and Transformation|思想政治理论课教研部|陆丁
816|885687|GESS1027|马克思主义基本原理|The Basically Principle of Marxism|思想政治理论课教研部|乔戈
817|885688|GESS1028|思想道德与法治|Morality and the Rule of Law|思想政治理论课教研部|曾誉铭
818|887348|GESS1029|托克维尔《论美国的民主》精读|Intensive Reading of Democracy in America|人文科学研究院|周林刚
819|822191|JYJD001|博士学位英语|English for Ph.D. Students|教学事务处（已停用）|
820|822192|JYJD002|中国马克思主义与当代|Marxism in Contemporary China|教学事务处（已停用）|
821|622167|MATH1112|线性代数I|Linear Algebra I|数学科学研究所|陆疌
822|622167|MATH1112|线性代数I|Linear Algebra I|数学科学研究所|戈振超
823|622167|MATH1112|线性代数I|Linear Algebra I|数学科学研究所|Timothy James Talbot
824|622167|MATH1112|线性代数I|Linear Algebra I|数学科学研究所|李皓昭
825|622167|MATH1112|线性代数I|Linear Algebra I|数学科学研究所|Yosuke Imagi
826|622167|MATH1112|线性代数I|Linear Algebra I|数学科学研究所|Brian Weber
827|622167|MATH1112|线性代数I|Linear Algebra I|数学科学研究所|Matthew James Randall
828|622167|MATH1112|线性代数I|Linear Algebra I|数学科学研究所|hashimoto yoshinori
829|622167|MATH1112|线性代数I|Linear Algebra I|数学科学研究所|郑恺
830|622167|MATH1112|线性代数I|Linear Algebra I|数学科学研究所|王强
831|622167|MATH1112|线性代数I|Linear Algebra I|数学科学研究所|蔡明亮
832|622167|MATH1112|线性代数I|Linear Algebra I|数学科学研究所|蒋云峰
833|622167|MATH1112|线性代数I|Linear Algebra I|数学科学研究所|Nicholas James Lindsay
834|622167|MATH1112|线性代数I|Linear Algebra I|数学科学研究所|董俊斌
835|622291|MATH1114|随机模拟方法与应用导论|Introduction to Stochastic Simulation Methods and its Application New Roman|数学科学研究所|肖柳青
836|693317|MATH1122|线性代数II|Linear Algebra II|数学科学研究所|李龙
837|693317|MATH1122|线性代数II|Linear Algebra II|数学科学研究所|王强
838|777530|MATH1211|数学分析III|Mathematical Analysis III|数学科学研究所|蒋诗晓
839|777530|MATH1211|数学分析III|Mathematical Analysis III|数学科学研究所|李皓昭
840|622165|MATH1212|概率论与数理统计I|Probability and Statistics I|数学科学研究所|戈振超
841|622165|MATH1212|概率论与数理统计I|Probability and Statistics I|数学科学研究所|邵子瑜
842|622165|MATH1212|概率论与数理统计I|Probability and Statistics I|数学科学研究所|王强
843|622165|MATH1212|概率论与数理统计I|Probability and Statistics I|数学科学研究所|Matthew James Randall
844|622165|MATH1212|概率论与数理统计I|Probability and Statistics I|数学科学研究所|薛博卿
845|622165|MATH1212|概率论与数理统计I|Probability and Statistics I|数学科学研究所|石远明
846|622165|MATH1212|概率论与数理统计I|Probability and Statistics I|数学科学研究所|王浩
847|777531|MATH1213|数学物理方法I|Methods of Mathematic I|数学科学研究所|王健
848|777536|MATH1221|复分析|Complex Analysis|数学科学研究所|李龙
849|815885|MATH1222|常微分方程|Ordinary Differential Equations|数学科学研究所|谢之福
850|885662|MATH1223|实分析|Real Analysis|数学科学研究所|Brian Weber
851|815886|MATH1224|近世代数|Abstract Algebra|数学科学研究所|Daniel Skodlerack
852|622160|MATH1311|数学建模|Mathematical Modeling|数学科学研究所|肖柳青
853|885680|MATH1312|概率论与数理统计II|Probability and Statistics II|数学科学研究所|葛淑菲
854|777516|MATH1313|拓扑学|Topology|数学科学研究所|涂君武
855|885678|MATH1315|偏微分方程I|Partial Differential Equations I|数学科学研究所|Quoc Hung Nguyen
856|885679|MATH1316|微分几何|Differential Geometry|数学科学研究所|蔡明亮
857|885677|MATH1317|线性规划|Linear Program|数学科学研究所|张子宇
858|885681|MATH1321|交换代数|Commutative Algebra|数学科学研究所|Daniel Skodlerack
859|693301|MATH1426|数值分析|Numerical Analysis|数学科学研究所|王健
860|693301|MATH1426|数值分析|Numerical Analysis|数学科学研究所|胡京辰
861|622159|MATH1427|随机过程|Stochastic Process|数学科学研究所|Tongseok Lim
862|622159|MATH1427|随机过程|Stochastic Process|数学科学研究所|葛淑菲
863|819252|MATH2001|机器学习的统计方法|Statistical Learning Method|数学科学研究所|胡京辰
864|693471|MATH2111|拓扑数据分析导论|An introductory course to topological data analysis|数学科学研究所|涂君武
865|819250|MATH2221|微分拓扑导论|Introduction to Differential Topology|数学科学研究所|Yosuke Imagi
866|493234|MGMT1000|商业分析基础|Fundamentals of Business Analysis|创业与管理学院|周小宇
867|493234|MGMT1000|商业分析基础|Fundamentals of Business Analysis|创业与管理学院|郑雯
868|493237|MGMT1001|营销学|Marketing 101|创业与管理学院|范筱萌
869|493237|MGMT1001|营销学|Marketing 101|创业与管理学院|周小宇
870|493238|MGMT1002|创业营销|Entrepreneurial Marketing|创业与管理学院|范筱萌
871|493238|MGMT1002|创业营销|Entrepreneurial Marketing|创业与管理学院|周小宇
872|493238|MGMT1002|创业营销|Entrepreneurial Marketing|创业与管理学院|何晨
873|493239|MGMT1003|营销渠道与中国市场||创业与管理学院|周小宇
874|493373|MGMT1100|管理科学|Management Science|创业与管理学院|陈琛
875|493375|MGMT1101|商业模式|Business Models|创业与管理学院|陈琛
876|493377|MGMT1102|商业模式|Business Models|创业与管理学院|陈琛
877|493378|MGMT1103|数据思维与商业数据分析|Business Analytic|创业与管理学院|周小宇
878|818571|MGMT1104|管理学原理|Principles of Management|创业与管理学院|周小宇
879|818572|MGMT1105|营销学原理|Principles of  Marketing|创业与管理学院|范筱萌
880|885684|MGMT1201|运筹学导论|Introduction to Operations Research|创业与管理学院|刘宝龙
881|745203|MGMT1301|生产运作管理|Production and Operations Management|创业与管理学院|刘宝龙
882|626414|MSE1301|材料科学基础I（含实验）|Fundamentals of Materials Science I (with Lab)|物质科学与技术学院|王江干
883|626414|MSE1301|材料科学基础I（含实验）|Fundamentals of Materials Science I (with Lab)|物质科学与技术学院|章跃标
884|626413|MSE1303|材料科学基础II|Fundamental of Materials Science II|物质科学与技术学院|管晓飞
885|626413|MSE1303|材料科学基础II|Fundamental of Materials Science II|物质科学与技术学院|戎詠华
886|626413|MSE1303|材料科学基础II|Fundamental of Materials Science II|物质科学与技术学院|邱惠斌
887|493118|MSE1305|材料力学|Mechanics of Materials|物质科学与技术学院|陶昉敏
888|493124|MSE1309|纳米材料|Nanomaterials|物质科学与技术学院|李涛
889|493130|MSE1311|材料热力学|Materials Thermodynamics|物质科学与技术学院|管晓飞
890|619142|MSE1315|材料力学|Mechanics of Materials|物质科学与技术学院|张洪题
891|622386|MSE1321|材料科学基础I：晶体结构和缺陷|Fundamentals of Materials Science I|物质科学与技术学院|刘巍
892|693141|MSE1323|材料科学基础II：相图和相变|Fundamental of Materials Science II|物质科学与技术学院|管晓飞
893|626415|MSE1381|材料科学基础I|Fundamentals of Materials Science I|物质科学与技术学院|刘巍
894|626415|MSE1381|材料科学基础I|Fundamentals of Materials Science I|物质科学与技术学院|章跃标
895|493168|MSE1501|材料分析方法（含实验）|Analytical Methods for Materials Science (with Lab)|物质科学与技术学院|马延航
896|493170|MSE1503|材料物理性能（含实验）|Physical Properties of Materials (with Lab)|物质科学与技术学院|唐永军
897|493173|MSE1506|材料制备与加工（含实验）|Synthesis and Fabrication of Materials (with Lab)|物质科学与技术学院|张洪题
898|493175|MSE1508|高分子化学与物理（含实验）|Polymer Chemistry and Physics (with Lab)|物质科学与技术学院|席红霞
899|622156|MSE1510|材料物理生物|Material physical biology|物质科学与技术学院|郭硕
900|493193|MSE1511|半导体材料与器件|Semiconductor Material and Devices|物质科学与技术学院|刘灰礼
901|493193|MSE1511|半导体材料与器件|Semiconductor Material and Devices|物质科学与技术学院|John Andrew McGuire
902|777513|MSE1512|材料物理化学|Physical Chemistry of Materials|物质科学与技术学院|管晓飞
903|622155|MSE1513|材料科学实验（上）|Material Science Lab I|物质科学与技术学院|席红霞
904|693144|MSE1514|材料固体物理|Solid State Physics for Material Science|物质科学与技术学院|李军
905|693143|MSE1515|材料科学实验（下）|Material Science Lab II|物质科学与技术学院|薛加民
906|693143|MSE1515|材料科学实验（下）|Material Science Lab II|物质科学与技术学院|席红霞
907|693143|MSE1515|材料科学实验（下）|Material Science Lab II|物质科学与技术学院|唐永军,席红霞
908|815891|MSE1516|细胞物理生物学|Cell Physical Biology|物质科学与技术学院|郭硕
909|815892|MSE1518|高分子化学（含实验）|Polymer chemistry (with Lab)|物质科学与技术学院|朱幸俊
910|885671|MSE1520|高分子物理（含实验）|Polymer physics（with lab）|物质科学与技术学院|凌盛杰,席红霞
911|777508|MSE1525|材料制备与加工I：无机材料|Synthesis and Fabrication of Materials I|物质科学与技术学院|杨楠
912|777507|MSE1526|材料制备与加工II：有机材料|Synthesis and Fabrication of Materials II|物质科学与技术学院|叶春洪
913|618280|MSE1581|材料分析方法|Analytical Methods for Materials Science (with Lab)|物质科学与技术学院|马延航
914|618281|MSE1583|材料物理性能|Physical Properties of Materials|物质科学与技术学院|于奕
915|693151|MSE1585|材料制备与加工|Synthesis and Fabrication of Materials|物质科学与技术学院|杨楠
916|815887|MSE1701|计算材料学|Computational Materials Science|物质科学与技术学院|刘健鹏
917|493017|MSE1707|生物材料|Biological Material|物质科学与技术学院|钟超
918|493031|MSE1711|储能材料与技术|Energy Storage Materials and Technologies|物质科学与技术学院|刘巍
919|493032|MSE1713|电子显微分析|Electron Microscopy and Analysis|物质科学与技术学院|于奕
920|815888|MSE1715|现代分析测试技术|Modern analysis and testing technology|物质科学与技术学院|邹志强
921|759594|MSE1717|物质科学常用仪器概述|Modern Instrumental Techniques in Physical Science|物质科学与技术学院|王宏达
922|493324|MSE2101|计算材料学|Computational Materials Science|物质科学与技术学院|陈效双
923|822306|MSE2103|应用光学|Applied Optics|物质科学与技术学院|朱健强
924|822308|MSE2104|材料研究方法（上）|Methods for Materials Characterization I|物质科学与技术学院|卓尚军
925|822307|MSE2105|高等材料学|Advanced Materials Science|物质科学与技术学院|戎咏华
926|822307|MSE2105|高等材料学|Advanced Materials Science|物质科学与技术学院|齐彦鹏
927|822307|MSE2105|高等材料学|Advanced Materials Science|物质科学与技术学院|张洪题
928|822303|MSE2106|纳米科技前沿|Frontier Research of Nano Technology|物质科学与技术学院|陈立桅
929|777523|MSE2107|生物材料|Biological Materials|物质科学与技术学院|郑宜君
930|822305|MSE2108|软物质微纳加工（含实验）|Nanofabrication for Soft Matters|物质科学与技术学院|刘一凡,王宏达
931|822305|MSE2108|软物质微纳加工（含实验）|Nanofabrication for Soft Matters|物质科学与技术学院|刘一凡
932|822304|MSE2109|燃机部件与材料设计基础|Gas Turbine, from physics to machinery|物质科学与技术学院|黄伟光
933|822311|MSE2111|低温原理与技术|Cryogenic fundamentals and technologies|物质科学与技术学院|欧阳峥嵘
934|822310|MSE2112|低温工程前沿|Advances in Cryogenic Engineering|物质科学与技术学院|欧阳峥嵘
935|822281|MSE2114|材料研究方法（下）|Characterization Methods in Matrials Science (Part II)|物质科学与技术学院|卓尚军
936|822282|MSE2116|相变存储技术基础|Technology of Phase Change Memory|物质科学与技术学院|宋志棠
937|822279|MSE2118|新型能源与环境材料|New energy and environmental materials|物质科学与技术学院|陈立东
938|493262|MSE2119|生物医学微纳器件|Fundamentals of Biomedical Micro-&Nano-Devices|物质科学与技术学院|刘一凡
939|822290|MSE2120|高等纳米材料|Advanced Nanomaterials|物质科学与技术学院|谢琎
940|493271|MSE2121|材化热力学|Molecular Thermodynamics on Material Chemistry|物质科学与技术学院|王宏达
941|622161|MSE2125|能源科学与技术导论|Introduction to energy science and technology|物质科学与技术学院|黄伟光
942|622161|MSE2125|能源科学与技术导论|Introduction to energy science and technology|物质科学与技术学院|龚昱
943|622161|MSE2125|能源科学与技术导论|Introduction to energy science and technology|物质科学与技术学院|徐洪杰
944|622161|MSE2125|能源科学与技术导论|Introduction to energy science and technology|物质科学与技术学院|林柏霖
945|622161|MSE2125|能源科学与技术导论|Introduction to energy science and technology|物质科学与技术学院|刘巍,宁志军,杨帆,林柏霖,柳仲楷,武颖娜,王浩宇,申培垚,管晓飞,米启兮,蔡翔舟,薛加民,谢琎,陈刚,黄伟光
946|815896|MSE2126|软物质微纳功能材料与技术|Fundamentals of Soft Functional Micro/Nanomaterials and Technology|物质科学与技术学院|叶春洪
947|493395|MSE2201|太阳电池基础及工作原理|Principles of Solar Cells|物质科学与技术学院|刘正新
948|493393|MSE2202|光子科学及其在表面科学中的应用|Photon Science and its Applications in Surface Science|物质科学与技术学院|刘志
949|493393|MSE2202|光子科学及其在表面科学中的应用|Photon Science and its Applications in Surface Science|物质科学与技术学院|翁祖谦
950|493399|MSE2203|微生物生物技术|Microbial Biotechnology|物质科学与技术学院|李健
951|493397|MSE2204|计算建模在材料中的应用|Computational Modeling with Application to Materials|物质科学与技术学院|Yongjin Lee
952|777527|MSE2205|合成生物学|Synthetic Biology|物质科学与技术学院|李健
953|822201|MSE2301|纳米光电材料|Photoelectric Materials of Nanostructure|物质科学与技术学院|宁志军
954|815863|MSE2302|多孔材料|Porous Materials|物质科学与技术学院|姜珊
955|822206|MSE2501|纳米科技前沿|Frontier Research of Nano Technology|物质科学与技术学院|陈立桅
956|693142|MSE2502|荧光光谱与显微成像|Fluorescence Spectroscopy and microscopy|物质科学与技术学院|沈晓钦
957|885631|MSE2527|原位电子显微原理与技术|Basic Principles of in situ Electron Microscope|物质科学与技术学院|王竹君
958|885676|MSE3001|高温结构材料基础|Fundamentals of High-Temperature Structural Materials|创意与艺术学院|张振波
959|493145|PHYS1101|普通物理IA|General Physics IA|物质科学与技术学院|袁晓忠
960|493140|PHYS1102|普通物理IB|General Physics IB|物质科学与技术学院|袁晓忠
961|493141|PHYS1103|普通物理IIA|General Physics IIA|物质科学与技术学院|柯友启
962|493136|PHYS1104|普通物理IIB|General Physics IIB|物质科学与技术学院|陈刚
963|493138|PHYS1105|普通物理IC|General Physics IC|物质科学与技术学院|高景
964|493154|PHYS1106|物理原理I：力学、热学|Principle of physics I：Mechanics，Thermal|物质科学与技术学院|柳仲楷
965|493154|PHYS1106|物理原理I：力学、热学|Principle of physics I：Mechanics，Thermal|物质科学与技术学院|吴晗,柳仲楷
966|493154|PHYS1106|物理原理I：力学、热学|Principle of physics I：Mechanics，Thermal|物质科学与技术学院|袁晓忠
967|493155|PHYS1107|物理原理II：光学、电磁学|Principle of physics II：Optics，Electromagnetism|物质科学与技术学院|颜世超
968|493215|PHYS1111|普通物理I实验|General Physics I Lab|物质科学与技术学院|于瑶
969|493215|PHYS1111|普通物理I实验|General Physics I Lab|物质科学与技术学院|宦强
970|493215|PHYS1111|普通物理I实验|General Physics I Lab|物质科学与技术学院|李润泽
971|493215|PHYS1111|普通物理I实验|General Physics I Lab|物质科学与技术学院|游胤涛
972|493215|PHYS1111|普通物理I实验|General Physics I Lab|物质科学与技术学院|李王尧
973|493207|PHYS1113|普通物理II实验|General Physics II Lab|物质科学与技术学院|游胤涛
974|493207|PHYS1113|普通物理II实验|General Physics II Lab|物质科学与技术学院|于瑶
975|493207|PHYS1113|普通物理II实验|General Physics II Lab|物质科学与技术学院|吴晗
976|493207|PHYS1113|普通物理II实验|General Physics II Lab|物质科学与技术学院|李王尧
977|622157|PHYS1116|物理原理I实验|Principle of physics I lab|物质科学与技术学院|吴晗,柳仲楷,游胤涛
978|622157|PHYS1116|物理原理I实验|Principle of physics I lab|物质科学与技术学院|游胤涛
979|622157|PHYS1116|物理原理I实验|Principle of physics I lab|物质科学与技术学院|柳仲楷
980|693145|PHYS1117|物理原理II实验|Principle of physics II lab|物质科学与技术学院|吴晗
981|493047|PHYS1181|普通物理I|General Physics I|物质科学与技术学院|郭硕
